Word,Len,2:5,6:10,11:15,16:,SHA-512,
detect,6,0,1,0,0,59b1b9f96e01756a47aa9c3f284c973af35a24b356900e99fa08d852838760fdb05a037a42facee8cbe1e0afc6c64247cdff17e509f32a5e09c2eaef1a683815,
boondocks,9,0,1,0,0,7aea5020f5fac2aceebc89cc08664df13a98fedd8b08db09bc5be9bd91b08e1f5852d77503c2989d4b25d12fbcb765f916178166f7d5449dfaa25752bc2572f0,
submission,10,0,1,0,0,5e34c84cf5aa2dd5239af5ace8aef09963b0aeb358b84d7d858bdf3d7cc30878c512ed4138c82a89161faacfa52a458abb7faa5e151e921141f20f69ed7c7c7a,
coot,4,1,0,0,0,ddf8e0dafa658944bf3405aa6b8c422aa91ae8ffafee846e642ff40e42c2bdbcb5690a8adbc50ce142f6d54aa554e18027dd00c7ebdc1e06ae2816bbf77f5313,
prophecy,8,0,1,0,0,ad62c416031165c4d3cd3b1b8d37b2abb7d7e78e50a5e2adb49bcafe8cab995ebd479477d8e3f14e5311a13d435cffa3244864298174240ab06028b5c3d27ff2,
busybody,8,0,1,0,0,f81473de5d59d67f09f2bd4d92703e469e5bcd0cbf1e6118370198884faeb2c07139e41f099f7f81198cf08c1f5e43aaa25a156ef273489fff5ac59b6b23ecbb,
wittingly,9,0,1,0,0,58050c4d4035a989d8c1b52a319665a2f75f042cbe2c62d67fd94fe0dedd8645eab27e2e318f0d1472affb6bb34906673aef9bc2fb1f0d2df519c2dda3ab4c9c,
multiply,8,0,1,0,0,2178d09a041e4590af6dcf1fe4e34e07cb57d56b48fea077d6f86688cd365d1ec106b7cd278665f9ad8f810e9291bf43b6265bf00dac13332bead80a2146e5cd,
taxonomy,8,0,1,0,0,72bea1225c004d539bc56839a0d9fb6375f0e14de3fe22070ac6c9e3775ad38e0b697702610208ea1907a39081991863991853d0409ebd574d15a903b8d5a1a8,
mustard gas,11,0,0,1,0,270cb3e98f0048f30235e2beb0ece39cdaa02a1f86011760b64594dae361dd2295d3ca5db3a16394a1ffc58540cab5d6869c9a59aa7d5be7b9653cfd1c06ead5,
refreshment,11,0,0,1,0,3c442a2d251e6ff162d25f25fdf3877706d756fdc6d5238c25327b30a102bf78c38be8fb62f90ba4636483f476cf5f4d180efb76ad204efdfc1dbaad6c764340,
plagiarist,10,0,1,0,0,402a17d13b481be2d82b056cfc02003e0b5e5d6d9ff47051bb446cd54a37d1155cf7df19d903b8f2de0454b012d5c1c227f7da28c84d08979402929b5691b64b,
cheapen,7,0,1,0,0,5314ff394443da546dd0333e9db841e2fd5be756427d277b3ba4c745f193221a3a3570754a21308314f2019c5a972ead9a6d6c30fb48dcb3224e905c1774b1a1,
minefield,9,0,1,0,0,f39a89e7de1b5b366d522c1728a80919a8d670a7076576677a75dedd2369db3396d1a1ab56e3efbc793288f8b24c115771efbfecd1a4696ff1bb0d7cbd67e921,
rustproof,9,0,1,0,0,c494f1af906d406494afac2e602151c8bc6cd69af8e0a775cdc555f2b8abca7dafe6dfd8554dbe014306e8ff0370961c7ee3ad1910238453e75494e417e7c62e,
internalize,11,0,0,1,0,69efe3a225dcba02cd3039ed54be23cf1992baba70a3c00f6e81f64e873cf2b0ad6829b62a75d724d290978b3a568b89c277c75a5c7618d6efd3d997b2ec4c37,
subsonic,8,0,1,0,0,3f69eedb400a65d933b084af8ce4040e08ea5347f834e7356d90bb953ec936b0adac5fd4719775d441e7b86f847ee17f777e1c6f3bec7a3f8b8c770a99fedb8a,
noncom,6,0,1,0,0,1a4bef4ce11d9f02fb8c80d827d7ef9ddcd03ff8e8d28b852aa8e976e212d53787f88606f96cba305359ef811d625445fb18971287e460b0603203e5ff9c7253,
spadework,9,0,1,0,0,cfafad3c8d038406ff7c71f9c73c1cb7815d4cf414aa285b8d2d5d70fb77dd6bd4b02bce89dfdae998430960e14b648b30bd5b73e5eaa1356bed65c461c9c531,
lawful,6,0,1,0,0,1768a94b5e33cf20e28c86cbb9cd6e69e22c281a7fbbd50322c82eb1a2fe128d67058bc8226e2c588b12815aa2e1b9b8ae523e6c7baa74b4aa620ac06c6b9f93,
anytime,7,0,1,0,0,df87f9949183d06dca941afe080219130556e5e41717390575974e485ff7b52631fdab987d3939c7ffa6b33c1d89e92b47da5e86a8479de9b9c3c3b10acf48be,
snout,5,1,0,0,0,e1743a62f0ce3d4525a8e0a027d4d8adf0aa265cfca6cba24293ac237f85945bf8766e6808880ddef68476458e33babd93dddcb1b2236c285107d721ad36d990,
tomorrow,8,0,1,0,0,877885b8f822b261856a560c156297b90e7e40366c1cbdd85d3c280a2081356ef8ecb161157d1587286e882484121c51614b95140697f923d0ff2de887e919c5,
hydrology,9,0,1,0,0,5406431bc739961177e735ab077dba258f3e2c690a784f6ef4cbd106c448051bd1ed73083e5380d953e5fcb0688646b5b94f87f74fa8cb8348045c244b5d3bb9,
counterclockwise,16,0,0,0,1,6bd6aec187ddc876de32610278df75f270ce985d8210d52941f9d55938fe58450f1d94a309c15143d3e7ea4f8c0092991c17ef3bc418e6127fc5d2cbb3f24421,
adage,5,1,0,0,0,6afc21815b39b53d379d5cb6194f518c7d22c90681f1fca1b8be60369ea880c1b61fa07b086904be357b8896cb239ce36128e84136f20dd3cf782e3b55c07305,
cabby,5,1,0,0,0,b184c517411329895df2c02b074922eae5d8746b94483685d74909cddc05ab0b392fe4d713583504a93b4376ceb34c995395425a51738e9cd6df00108563c366,
talkative,9,0,1,0,0,c839fa1cc0e6eba4139bccc9cf3ea443593e556b260e0c2ff05c24039a2c1a42f0b86f32848fec3665c30a58b5f4c384088785106ff0bf978dec1d4641d07376,
brush-off,9,0,1,0,0,b73a53541a0a32067ba841cd6b114597dc40659dee4f22f4726b449480a0e97b4aa4520fdc0f5d991256bbbbaf254e51dbbc5c89ad545fa5abbda93ca7607be0,
had,3,1,0,0,0,bb171bc6daf59b1514363f3f33959126ed3f2d78a4e560fdcfb7e00c9520d0733a3fcb220120eae9609bc7104f1e1e6c0fb342d55d6bafb98d7da592c8d21680,
satiny,6,0,1,0,0,5b5b32142f2eff4cb6b69ed07c9323d9c3f8a2d6631772b2f0a155b6ecd04b2f811d5474a2ade7a9edaeb9cbdef63c67f729bea90c7f964b2f8a99abafc4cfb6,
asbestos,8,0,1,0,0,77e084983b9f547db6417e163498ef7eedeb83e78202480c3fd590b07891737e13ac4d65960e13810de30b43772b477e197694332b453a63336c0b6d3309f815,
galaxy,6,0,1,0,0,530bcfea57e6bc9cc090920277b61d4548312c0e9fadfd68667c8437759c34c38353e02521ef889697648a10af0d5d5d89c590e7825e8f507bdb573adc036c2c,
seasonal,8,0,1,0,0,8f4333305e07bf0c8e6ac760a5cb4c775a484034a082e5f7c2dfc3250100b9bfe957fda9001e47ba717cb3430a5bdb8d3f4cf04b7d4fe788c7fa413d1e69d338,
Whitsunday,10,0,1,0,0,008bb17466116a479481721d692089dd698010c1ec3496adbce2f6ecd05046dbff25c255fa4209e06e03e98a247e3287030f529ac867d96041835904c2d0f431,
butterfly,9,0,1,0,0,62cfe3b09c8462d8648266db735c02a3d56cc72b477690d13504f42d6f7405a01aaed803fd6c734b437fa449b06186eed5156b494782ecc61b00e408b983f30b,
dimwit,6,0,1,0,0,4f02dce0f357ec3f33fe1de16efb09df7d1f8d6bf746e275f467db9a14f33c3cfaba96164c8b3c171b7f5c69235a2e641119825dc6df850c7ff362812d6bf120,
hurl,4,1,0,0,0,dab6c554d0fec4e6749db0621ec3f5537e2499d317d61ab3def271523ac5f784e30cc2da3d5449f942f42dd7b37c455dabb04817bd5d8f8b660efb35baf78860,
frowzy,6,0,1,0,0,b2e5f0f59d13a1b756a379cd4a7ceea64bf15ebec04c8f191d568473a195d3cbb112e714d828d84688c288b46dc9b15583bc57c1324c454e8dd659a006b98fbc,
no-show,7,0,1,0,0,c2e5201381b246912f6319e5c9e086e5748e10d8ed4bc3398d59e3fcc554ec711e2aceccb79efee8468d6a7bd6ce3e32386fcfbb0076c75f46e362d8c325c6d6,
blues,5,1,0,0,0,5f46eb7d2b1615b22afe6548b16dc41502abfc896dfd6b51eb8c864d88d94d60a3ee5e9a3a6fdc6be7c58a47786a0b345d8dfa7255b426e65433f112e37b228a,
temporary,9,0,1,0,0,816adbcecede0b56f1e65b7ee2a99650f848d85937367b0be9721e06fec768337766ed047ee0c7a5d8fee5bd4d1c986f1d3044eaab48b1bda6557da7fa315ab4,
milk tooth,10,0,1,0,0,3b303b5f5a41459ec7ec260002728270802953c43df1f1d26e565e52e71a4a109f286128996fbf4aadfe7efa0c5ef6a502a87b9078fa2a17cd9e103a73bc0525,
dining room,11,0,0,1,0,c37ee8577232e8ba05212d230d92d74ad4fdde954453982bfa8d1707f581a0932ecb5b9edc1c3bc3040398e4b785fcc1765c6f97ddee956893b242ea02423074,
atlas,5,1,0,0,0,b70ae8aaff8acf9cb22cae82dea07fe4da0cea79bbd83518ac7db7367a44b1bdeeef3ed98f0db0f0c9e45ab2bd2a603610fe86199bc30a09dad3eb5e21d15636,
unbeatable,10,0,1,0,0,37e05af97b3df9312cbb18b3baba7c63d774540266ad4195eb8c7ddcf72ca40ab1136d6c4887e2557c38be6a4a6e05ec805a29b20a24c834540204e9d5ded2a0,
seraph,6,0,1,0,0,50eafaee23e307004b49d2c430a997c8f414cd11539b4f5890a9bac32f3a4d742b04151465a2d434a96aa2e044eac0d1bcf0bd6e793dae35662f3041114f583c,
trooper,7,0,1,0,0,129d2d368ece590b3aaba204446ed94395ae74b531cb87eb05327326d603cd4c35da349c6a87710f58a33b245f617083900e5234cb65ac355aaf2c4ed00f4137,
misapprehension,15,0,0,1,0,6965048e503538f4b094e92f25a3aa4e47277473c07d77e24883f38fdcb8b08178e59d4312389b4731c661cd7ddb6e1c74fc8b1c92741e551c2ff9b0d6e4119d,
good-for-nothing,16,0,0,0,1,a4160012aaa5e6853e23c25470d55ee25867ec999e08913f1e54a5a87608c5364795a75a823c3ff55de4c92180e9fd8d0c8b38e707b84c8493325ba084b0859e,
flash flood,11,0,0,1,0,27cdac60bba880f8ae50ef8b4352a81108e6d0abb02555885a181eaa207c45cbafb08e1b380a819e5dcdeee30417bb2de23ccefc33c846e1d69aea2a394fde87,
ownership,9,0,1,0,0,c36f8bdb00ae3d82441837db40961d9da272a492f3fe8594b5f6dc5781fc145982e3cd1e4ccb2693c2d52e60bed10f0d645f2c67788575e74b1cfafb9b4afd77,
imprecise,9,0,1,0,0,327e3b75241dffd799535f83df957ccf0089ad89eb5513a713756083af6a1ec3b9e08322a0ad43b423dbbd11d43c42d411269a38bc5c343131241d63d7858027,
chairman,8,0,1,0,0,c0d074851c9b5059233b518e7e9f142bf252c37a12b07825b0f974a7a7198f1a8076fc3d95490a88bb91acf1be84f053190369498e2216119ce47601e3fc6b34,
exciting,8,0,1,0,0,e756dcce7ba780b4b7bce48ceb7305b1d1f880b2c94a85e890fea8f026ea35ed3d21db9b576f8bf827317c11c81317679e7a1742d3d119cadd6e0ebaba23cb25,
lubricate,9,0,1,0,0,1b4d43c523b83405c4b1c4a7b2468aa3e366ab485c69661b320e9e7acc21422017747eb689228ac14db1a0fd710b64cd935dea73a778889926750bec9ec69ddf,
fundamentalism,14,0,0,1,0,4528a60e5a202ae6cc4755a6338a6a89b37e00c2cfa2926de54093fd065c71aaf1923215b5d79f85fc799a518c1260e72e0dce821af2fbf3bbd24b9c045eeba2,
crease,6,0,1,0,0,6591f82d58bedcceb51fcf826ae12995d2cb37d05c0ff2342dcdca4a49eb9d4df52e9da1344142fd3ce07028545ec0b384f96bf1bfe0408c28afd86a40a5d868,
shoptalk,8,0,1,0,0,92f73c70d60b2c986b150f6b99069b67111436db4c5af4881a7c0d0b85eefdb3d5dd0248638c3497c96e6d58a9bb54185115af84e00986a275606810e9e688a0,
basis,5,1,0,0,0,9a14fdbd9fc1b60d834b0558058a4adb973a16bad1456753a72b7d7b0f9b04e13b1662e3bbfc24d6f3b0fbb9a4cb88e5941fd264454937a20dc97a00d775623a,
alienated,9,0,1,0,0,34c913beac3de45af05af9f192166174c332d2b163f70ffbba5503cd04ff903a70c9e1276f0decde563478728637d5dbddc0be96694512dbe7b317e2fa6caae0,
shortstop,9,0,1,0,0,2d854df99cd136084d40296b36602004764e30690095ff9e0e6df1cad1b241e570d33e8da8f952ce622dc3ed3c877382dc3fb0ec9fc8b822242d2b1b44daad3a,
beaver,6,0,1,0,0,e582c4781c2825768b8f24c2ad088ebccbc75b071faf2eecd356061f2ccf3adee89b4e83d41de9dc6c77dc2b04689d97d1a3cd7f8f51b3fb99f80f4ad6191325,
repudiate,9,0,1,0,0,c3dd4235d7577174450a13dd3fdc47c15b29d669fff887f10cdf9f2c302bb9d1adfdf6131ee34b128c7d51c3a04f35c943a7e03539ac53b069da6b21e571eb65,
prankster,9,0,1,0,0,5facfeebb9e8b3f8bce87367458660a7e359979fd61c8f50cb36413b15a109149d4bbacdf5c08cc8c3fe642a2e22873af17a78e82659896d850817a2e21ee2fc,
legitimize,10,0,1,0,0,f5f8a742c0e6be3ea165da1c5be16009bec812dac6f80500aaed27ebb13e5e9caf8ab625c2c8f05854056fa2c6ae9d768a19a3b005a8922a0929f146d581a7ac,
polytheist,10,0,1,0,0,32d0186b1111e9039ffadb7a2a21fc1a22fda1b77c1fb44d34556f763a584ffca028cfe1a1c022dc290b92b7114b55bfe26cf72fe306fe8cdf3794a089f35d1a,
machination,11,0,0,1,0,a4f0bb5224b0fc761daf7989fbd26ef4b1f459537a7eaec649294567be511f33a51cbc1e7df7b02fcd28674a12e8b8fe72577810dfd1a37e26cec140b3ea098e,
piper,5,1,0,0,0,b0c2b1f4e54c48e2343f406f3c1220eca6475b0c328617954b5bf0b468f91060588e43503be2aa45a23b764ca7eb54ea36de8dbf155f02a09d04e24b48ca45ee,
collie,6,0,1,0,0,72eb51726e613edf67bc37a9be78b6989c78761ef19fa9578e6dc4edd988d2ad7c63a65a77ef9ab12b8b242bb254d34c218deebf1e18b857d820d2ef96ab3241,
alarm,5,1,0,0,0,47c54aa89649fcf04e0edf23a0efd1fcbf923a4a8c08ccfee1676da51a3ba9c70ec10d6336e8aa16cedc47d062ad3c2afaff771ba0d0db64d879a3b5d5c91a08,
flit,4,1,0,0,0,efa7959bd5dedeb2b723867d9be8b953cc18850e64440e2a169f1a6b3b970259652827dc84f82f56ac29e9726fb55fd892026c64fa418d8da5e64156873a4719,
careworn,8,0,1,0,0,12fbb490189fc82b724f3cacaec29ef1a8649f8d603e7cda5167194453a3f7a1dea24705540735a117cd420d9bd4f1a807a57fb4ec2fce0f9bb407c4e1a507af,
foreplay,8,0,1,0,0,4b674166f86dc778f8b4bc054be1e02cdc4a55c66b3a587420e23a32953a5865b12c5abcacce92e9db64db6117cbed4fee27072689bf1d45fabc0f4bf56f8207,
self-regulating,15,0,0,1,0,f91891efbae351e1feb86d887b7aeb9aa0789f91e2d539d840953d3d62fdd44a32d054f60cb333e9598195bafc07af2ffbbe7796107fa62452e3f62cdce5f2d7,
water polo,10,0,1,0,0,202cd416851f7b848afe2f31c48923d2a7fb79d958d05942ee76d4d905e31b147fe322e106d47e0b456b36885a753fe313b61bb9c89d15eb82e2fe4d4d6b2c41,
troublesome,11,0,0,1,0,2a2fbcf0033c44b89d813a1e0848a2e0c8af69452b2dfa5a72fccef1f778e96a7a0f150e1b29ae2fbf6fdda9daa190487e71a4b1d389817ddc2bcf9fa9c8a87b,
shrivel,7,0,1,0,0,0aa13c20c79e07bad82856d2adb1bafe839fe4328b3805e238f12ed6cb1a6e9bc902ffff146cb7607ec844ca0a83abec55f529ce455c587241d0001acf6aec21,
migrant,7,0,1,0,0,6452b579477e4732c89f2539dca555084ee80aa784d86d01a132f554d6c4561901b8fae981738e71d571c87d720f9ddbcb790156adc3af9208079a7aacb54b7d,
jollity,7,0,1,0,0,7bd97d639fd9f5deb6a3dd9068f29708712e944824b4336ea073c3131bc09a30ae2fb99a632156838ec26b0bcf36a5a652080780d6f3bddb29c536a5ebc7e9c6,
recrimination,13,0,0,1,0,075c640ae55d97592588e97401623593312329ae67be9f2305e445b0a8dbdfb19d965153c2ed7ac284acbaa525d1d5e5a91d6b0acdcddf398983daac57f3c483,
magnitude,9,0,1,0,0,dc7eb89bbfa232fb9a807fa2b093220348e9f21848704c9a4a1124f14f7edac1a1583f62a59e1fdb7d210f8193911c0d188c3782552e5bcfaabfc9bc5c07d183,
paroxysm,8,0,1,0,0,69225f978708c0ccfce5f00d96fffeec77c986e96f0817d20c4d65aedaf91f91afdc2a78bbc56f1f8c24282474638517f8577be3e6f95b1092591010e812dc2c,
big deal,8,0,1,0,0,d312155841bb390f160348effea408dc0e653da03e5e50c74dff3d6a3e1b10b39b04e0ea6c475565c03f3f5c93548594c1d4d6990cd4f6264c77f3afd3faf02c,
engulf,6,0,1,0,0,7eccbe3d2a158035d7cb8d996f35e0d92db95e305639e56bccf597ff2d23bc591019dfd35561a75797a2067939eab4bc66154d184c859e7f9009015175a91cc7,
pinkeye,7,0,1,0,0,52df7e19a2a86376c3e7b1c2f38bd8744048b584aa9a386a6699d40b9c48e13c0b5b5c04a32c8b15e9b2d44437fd92c4a482b4f0140fdecccdaa1277d0e518af,
cymbal,6,0,1,0,0,a52e3dae01631b5b4a8c51ede73010100d9fc1da66c5f01f40d6e9b9146d2697ec8f980e886076bbf4f74bef91e9286936e12cf02544eecb5212d2d51845da60,
ephemeral,9,0,1,0,0,7dfb9e469ec61ef2a02aacdacc0a19b9e32c6c44671df04bd81bc41fbbc446e9f9d9384b4620c728ff1c0df5aa3cfa401cbf2a36d02022895c5903f2daf302ca,
pecan,5,1,0,0,0,d39fe38222de03c73e6828a5fa93fe3078f57885cffbfa3735d6ff1cb45ba78ec2e6d68d31776666d30b742441bbc3b213b923653285a6d746260dff8b1310a0,
plot,4,1,0,0,0,0d8367430c83e06b043c6be52e4ffc0f3fae084972855bfef9cd27df8f3e9f74df1f630cf68245379b22c9ee01c7d7948ae0432cba0fd8b62232c7d5e6f5e117,
loin,4,1,0,0,0,c347c0e404e3b1823adb4957e90680dde05f4290c56bb8c9fc2a30e210c02e0e1972dc84acccd017cfc78499be188f86afc4733d00efe26b233f220995c50ee7,
ticklish,8,0,1,0,0,b8c01ae6a0738ec18a16f919797787d69cdeaea4aa7af963ac82e3c68cb4021673cc1ddbbebf2d7efcea9f84f80e763bbb0aa15fb9910d74eb7d5a0cd454b7a2,
frame,5,1,0,0,0,1069bbaf7580f8f48dd280d0ab1cc65f52f9eaeacd00137ee127675dec6d6512a567a2e0279f9311f28e7bdc91e88fafc44d4c598f481728c3bf5f6e2495ccb5,
attribute,9,0,1,0,0,1f269f558924c00d9d37b8a462c97d886905f4445bc98515de323c71048585fac439baf82e447526878297be9b430cbc8756ed004a34abe8668448fb2c16c535,
maddening,9,0,1,0,0,fc1cce305c3aba4daab6da71caf8a07848a1ff8f7f7a81a125a1d9996740ee4c2fc0cb20d149348ec0045d915d71242ac6be9b1034a882944e304fe8bc2c2e6d,
impulse,7,0,1,0,0,6d6999c5ec3995b935b931d9b61afee2ac5eb215185cd8b58570aef2021cf3a04e8ff3785327821b3991da0b97f522d9cfc0dd098f4dd0e4b75f15b85481cdfa,
vain,4,1,0,0,0,c733fd5adda508f67b45da8c254d716fd21708dddec333f69c4370c306f6e4ffd89182d6a5725f339fb90542336f9c5c5469f7f1ce2cdc505f55be25a7821cfa,
belabor,7,0,1,0,0,f36b3902c9a043d8706d83705bb751a212c51841b8efac5bcd1d4c580cdd1394a2f1ccd3c3a5c70c4e9346c0a745aaf8e30b80e0afe2fda47bcf9f8c05d7110c,
gluttony,8,0,1,0,0,fc566ce7373779cf85f04b208c6467237469ca68e69a01d94d27f4a6c9f64ba298256bbafdade617be2cf0c4df924eb80ddf488581f5229e172e8ff0c31a4bc7,
abbreviation,12,0,0,1,0,15e8c0806d620aac7a796d239f1096d068d67d207723d40dbe0061c925f9234de12f74a8808ad005005be03d39d4a8e93c144856ab70b6966d95e0b079572df5,
wonder drug,11,0,0,1,0,baa68afc71c6f8dd0fcae5ffc07f05a2c87f05c9d80a58861c91a8a98a576048b1974dfd2d60cbd07d4fc9924f4e1fc8ac031d3f5cc281eb76e6ed4d8793bf00,
confused,8,0,1,0,0,9953f53e715cebb4edf1fe68041aa175667d7c87d482cdc61f721a3a150470b74f62990455f744feb75e1663b28efe65c18ea618875131ed6a199f1722d55675,
hurrah,6,0,1,0,0,79961eea0a5f475bcfa587c002e09387f3da27f7aa0ca14c5acce0b03c5a16d60396ae9abab539887773488d465516972aad293bb0563afd69f3ebb962e819eb,
long jump,9,0,1,0,0,57b71417055dd32b37282bc70726f6a29dbc38611864e9500758cd166ac03c716bd0bdbc371e1170ab4cf3a60d9ed8a661bf18edb2e73c8a01a48ebb072c882c,
hankie,6,0,1,0,0,9a7f015e10cac2613851cd23532b6cd3c7c39c0c51c8959756a8eaffdf426316e553611a72643a2acc70df65d48bc779b8c95fe56489c34f3c39ebf2922a309b,
affray,6,0,1,0,0,790991dfb4a2bdaad20fda2733f52f8ffd5c1de6a2a1eaf873c39d8067bae84a3b6ed32495f8384b5c14c4478cebf985cf0ce26d60a33546814c3659801ba5f0,
bride,5,1,0,0,0,384e5dd9ae6f1c323326ccca46450d7804de4713166d52fbcdb3df9dacb3fa60e82b6ab313ab0f37950975bb13057c8f0e5174937acf6e8bd93c44b40794955e,
rash,4,1,0,0,0,8b73db3d44e8e625026cbe1a1dbb2931d0ce4802875be785081bd25e422e024afc22e845e6fe64a3e08b120d5a547aed05e746868278fa7e3cbf7acf219b26cb,
unsubstantiated,15,0,0,1,0,79520b2b5ab55424e9a2b2c695d2f681eb2d885b738e5007a96600bccf52792572497f75541cc92ae186481d2d527c35b1e390169f09a2ff8d8d74cc6838eaae,
half-and-half,13,0,0,1,0,70daf6b101dde947e59e5b5fc36dcd94fc7cfa480f9edfc94184387491c2e6bb148889731f43a3200d527597bfb46740f837cd296df9170bdf3410f5ee6b102f,
tush,4,1,0,0,0,87a13533fc41ae9ccf5217e493eb4bf70a56813f8d5e64c2e1e82ad082f0a3060b6a02c620bdecfd4d9e34488954c95c67eaf649868b15affc0672baa10abcb3,
handy,5,1,0,0,0,139b762fe1b1cafcbed989bb751e8e016a7259fad2b790ac793eceeeb5584b195ffc10d448104f827e385ed125e942e8258271a0e8f42b5859c1a8aacb0fd18c,
husky,5,1,0,0,0,0d92fdd791cc1044ed14bfff2a124625f2611b34d0ac7805543e2cf2b3ac593f992cd2b59aaf844a698ce581b46ad9f7476fb125174fa9983be224619cc739e8,
chain reaction,14,0,0,1,0,43cbbefc6f7970875b7db300681957fd3b94d1119da56858d8c0db8a87bae370dbda0cdc360dd7d44c0334ae35deddcb5dc2a7a67563e7c574a3e4d60247fe26,
outhouse,8,0,1,0,0,d9fbfe6d6f00b61f6e39d1a043815e055413ce1f55b042cf971c364d4626c3907dce9309c4b9c50d405385f58eaa8d0cf7fdf847289fafb6bfc9eae327a9a6e9,
then,4,1,0,0,0,33e2e29b1483952c64f3e5fb3135b609db3a2df3b373095dd4cdc88cfe9e45c84406f95aa95e7483712db56894cd0b1d3f6afe2e9d9523353989e7f3a4691ba8,
nutrient,8,0,1,0,0,3998bfeec95b5c79fc18ec1620b0c18611313a76dd0d0b294c170d5b9f40951da82b7cbc6b2977b6c6ce20a4e6ef33feea2aaa6de659bae4c619eec5cfbab63c,
sandpaper,9,0,1,0,0,f330c6da0ef1d0db9165d83c877d064fef3dd641f2bd44e364e7819bdafbd0c56814d4f0c358305c1c7ab6dd0e50bc39459b32febea40fdc625b15a9afb069bc,
field trip,10,0,1,0,0,2bd1cc36e4e162d292c267b05cc3beda20e603265bf15a331756151d2296b0e9d6c3c47aa3ec46504d7da99555f813a4b6c38ab9c67afd861cfcdbafca142583,
instinct,8,0,1,0,0,b4e94368b080b67a3ced75fd687ef9a29787dd1ac0f2929c60183468c972437ddbaab7bab678db4f2e41aae4f40114b1b8b2b2098eed582b7db5989bd7407f12,
concentration camp,18,0,0,0,1,330ad6683c82c16f01797e6e580d4f6d03c3b98639e348c3978dba4e3ca450534913309733c6970e30a0ac892083b07b4593772eafb2d9ff3f9ee03d7abd9c0b,
taking,6,0,1,0,0,00d99394380e27c796de066caa216fc92d8ee1be9da7a21b81fbe7bd3c8fad3a14f820b07821d16eae33ba9e8485eb6e8a91a4d9d3c843144404a61f72aeb546,
purism,6,0,1,0,0,65e21e7c79ab693ea5765e3df9d56dbd6e1e6c72a4bb66087621d969b90e74393946b0948b2124630f3c83a3e4ab4f469c51c079484f0b091c3849c253fb8866,
midsummer,9,0,1,0,0,476baa3e1be780f2fc10d76c1df9c9b32d98ff024449d6a645bed95263cbbdf81eb3c5fa13b0ac839edca5f98101b9e707deb2ee467fc084994130a94cad215f,
hooked,6,0,1,0,0,c5a9afc595c4a09885a59415d8f845374259fd863a4d8e4d3f882ad18c7f5a086a2bd40e93b365dc3a9682929a1c5c12092f1cf4ce8df768afd5daeedeaee523,
parcel post,11,0,0,1,0,54a225ed1835ba3adccb38760b811bca7daaaa452f0e72c850e1dde0a359369f25ed502ddfcf9d16759394cca8d3da78fbace7e10df0ca11b61a689d013af344,
powder,6,0,1,0,0,07a9fc3c72d332d88ebc061d336d8c8d8ef7642b159587b62eb2cdcfc7d21329534e8185aae984495ed4b8b436c1279e47afe00426124a9271db8233523731a4,
Roman Catholic,14,0,0,1,0,680b404c8f016052badd4711f4b8930f0d7eee6e254c26ac122fdce2bd5d4876b7f7ec6448b629776d850520cd8554258ca6a94c328858b1cfcbbb9e2c5b1aad,
arise,5,1,0,0,0,f7bdc3e9b3aacd9d8f0056ce79189758d06d967c5354d6583499cfd3f25b6540b4c50d48f13f785c547107bc04ebee4a7236daf1c44d82aee7b5bf03859c38b3,
corpuscle,9,0,1,0,0,5cc724cb1868a2ae9499ac2f722873816b124898569354be29ee768a6a5cc0e204124080b3b1d80790b1226b436c1b85c327cc4fe60f4d7e4bbbc557cffea5af,
brag,4,1,0,0,0,c7fc6ac0329b9ec0c75d06f8aac2b78245cc6a30420060c3c17646ccc7c017fb88ff0bbe6cd723c79a31dc773d3ed34aa4929271ad558666fb171758cc501c23,
pauperism,9,0,1,0,0,9835859013b54806fcf2c91f0f129d6e81abd8f3cee09f6a5977ef3b67a951c2ac1f2d86d6cc869c99d34fc0b976f2f5fe26677f4367ea5e47d608b62de53e23,
foothold,8,0,1,0,0,1ba3090e300f7006a5ae73af66586da89d3dbf85a93662b11c648ca3fe81b2dca2e9e0e9582e5f2a823f6e121aa9dc869b2edf4af1506aa2de393fbab85e3955,
refinance,9,0,1,0,0,76c06526d96422f8c6e085fbd3175ae67ca48adb1ea033ba6a738a706940e27b227fb98f3e64cc824687001f247981c42c4653a717cd8ad35dcc084e1f42dfba,
unacquainted,12,0,0,1,0,e1af8987d94e1bfa6899474971d8810971fd5aa3c58abf875871bec7b9380728c8e2a07014fcbab920bea32e9550cc3a506592a0d1c5478c8996a3e9ed7fa287,
scumbag,7,0,1,0,0,aa7331b1ab5a5c217d84d0b376f28d9e7397c8a3e82daefe8064fd9a321137e5fc957e7b40d2c3fafc1720692fca8556d2e03113508d2c7e0afd0b684d353fa8,
anti-Semitic,12,0,0,1,0,697278d44d7402b856170645b1fc4365d8097b3a60bedc57b8a6baad1ab03b635838352bb39c725253e738dbb47ed8793fd3b53e26c14a11c7f7f50c35a6959c,
motorboat,9,0,1,0,0,41f9d72dc2782a56020f536101a1018ff27398e9bf9a02d7b48b8abfbb247fdd6fcd0fb4b52b3f729fa7bc92361cb505c461bff835cbd19a77e197897fdb6f67,
spelling bee,12,0,0,1,0,8a8a89a2ee6907aaef30616be057f7862912fc7a6b9fe5e633a5a9dbfc33f340ff8162867bbd9ff76d7c0ccbf6f75b9db6576e57021eaf9728a6967700895e9a,
